prompt_id,family_id,candidate_margin,candidate_correct,top1_correct,target_nll,target_token_id,candidate_predicted_token_id,predicted_token_id,candidate_logits_finite
qseq_1bfecdb11396e64a,length_32_gap_8,10.362699508666992,True,True,3.0609416961669922,49400,49400,49400,True
qseq_d36c8344c3a3d403,length_32_gap_8,4.5467529296875,True,False,6.5555844306945801,49170,49170,220,True
qseq_76215c88c6c79ac6,length_32_gap_8,3.569331169128418,True,False,9.6764459609985352,62176,62176,8,True
qseq_0330fe00e0c178e5,length_32_gap_8,4.8159618377685547,True,False,5.4985833168029785,19827,19827,81718,True
qseq_46b3fc29e791607b,length_32_gap_8,4.5404243469238281,True,False,6.2233057022094727,30518,30518,220,True
qseq_d629793251a3d85b,length_32_gap_8,3.0298399925231934,True,False,8.5041370391845703,53245,53245,1844,True
qseq_86157664d37ab17b,length_32_gap_8,4.4346113204956055,True,False,8.1989688873291016,126801,126801,50877,True
qseq_a07bd6162f235b4e,length_32_gap_8,7.5852851867675781,True,True,2.1617591381072998,116653,116653,116653,True
qseq_9b1fab74d3ede501,length_32_gap_8,2.2164583206176758,True,False,6.0407619476318359,95295,95295,60,True
qseq_1815f46a12ea3914,length_32_gap_8,10.680401802062988,True,False,2.4561710357666016,102220,102220,100393,True
qseq_a238cb1dff036d6f,length_32_gap_8,6.0445661544799805,True,False,8.1498394012451172,51287,51287,3829,True
qseq_c5a161d8292634f2,length_32_gap_8,8.806553840637207,True,False,5.4193873405456543,24861,24861,220,True
qseq_5c7f245b00f5178b,length_32_gap_8,6.8566112518310547,True,False,8.2320919036865234,141029,141029,220,True
qseq_40864abbdcb03081,length_32_gap_8,13.25886058807373,True,True,3.1878621578216553,94769,94769,94769,True
qseq_a931cad1a446991b,length_32_gap_8,11.70448112487793,True,True,3.8931927680969238,131746,131746,131746,True
qseq_f014eb90c4a5f681,length_32_gap_8,8.0343055725097656,True,False,6.0984268188476562,146008,146008,25521,True
qseq_4ad9db784f26993d,length_32_gap_8,6.6623706817626953,True,True,5.0238504409790039,50190,50190,50190,True
qseq_641440786e1c3de3,length_32_gap_8,7.5091209411621094,True,False,6.0594320297241211,144689,144689,55793,True
qseq_e60a67ac95e3ec2f,length_32_gap_8,12.523647308349609,True,True,2.209674596786499,78221,78221,78221,True
qseq_3ac5289d62e06d5e,length_32_gap_8,-0.27938508987426758,False,False,10.144041061401367,144713,145384,7,True
qseq_c4acf2710a8ab839,length_32_gap_8,6.2205948829650879,True,True,2.7207508087158203,49008,49008,49008,True
qseq_8421520d51852ced,length_32_gap_8,0.35503029823303223,True,False,11.922222137451172,137591,137591,220,True
qseq_7d72db8c93b1fe5b,length_32_gap_8,9.4876270294189453,True,True,2.3866987228393555,97471,97471,97471,True
qseq_189434b7096a0cce,length_32_gap_8,10.120200157165527,True,True,3.0844941139221191,114581,114581,114581,True
qseq_063a7538c83cf0a9,length_32_gap_8,-3.7914638519287109,False,False,10.044782638549805,67146,1431,220,True
qseq_9b0dd8ea0dfb8a03,length_32_gap_8,7.9122562408447266,True,False,6.3191995620727539,11118,11118,15767,True
qseq_b16a5865702c4fd6,length_32_gap_8,4.4484996795654297,True,False,7.4828586578369141,69589,69589,368,True
qseq_f43a6bb644cccb59,length_32_gap_8,3.1742007732391357,True,False,7.8390989303588867,17596,17596,220,True
qseq_f66b6205a1b9a721,length_32_gap_8,7.9891295433044434,True,False,5.6287126541137695,125916,125916,4886,True
qseq_eaa9483b26e592f0,length_32_gap_8,14.656570434570312,True,True,0.569416344165802,54817,54817,54817,True
qseq_e5e6f337cce815f7,length_32_gap_8,3.0383968353271484,True,False,4.7387270927429199,48099,48099,8,True
qseq_cd507d0698d82174,length_32_gap_8,3.7822771072387695,True,False,7.6166753768920898,135491,135491,7714,True
qseq_5567d1bf104bc3ff,length_32_gap_8,5.0339450836181641,True,False,7.5063924789428711,80216,80216,220,True
qseq_39fb541a7037ffd7,length_32_gap_8,2.5691971778869629,True,False,7.4795136451721191,53650,53650,220,True
qseq_8d1a9c025cf49eb2,length_32_gap_8,6.5000343322753906,True,True,3.4366672039031982,101492,101492,101492,True
qseq_e9130bc141667c9c,length_32_gap_8,6.4164681434631348,True,False,7.1062965393066406,114241,114241,9370,True
qseq_0998d692fe6e8948,length_32_gap_8,3.1150104999542236,True,False,7.0387673377990723,52033,52033,220,True
qseq_324cc10ac5bbb357,length_32_gap_8,3.6966390609741211,True,False,6.4236984252929688,86652,86652,8,True
qseq_4c44f581433f918d,length_32_gap_8,3.3853375911712646,True,False,6.4480857849121094,4515,4515,13,True
qseq_1c49714972f76fe8,length_32_gap_8,7.3566865921020508,True,True,2.0973556041717529,42491,42491,42491,True
qseq_cf882f0e1dd3eb85,length_32_gap_8,9.4853019714355469,True,True,4.4080996513366699,107451,107451,107451,True
qseq_fcfb46114029a636,length_32_gap_8,5.0530176162719727,True,False,5.6279096603393555,114835,114835,11,True
qseq_b530bc3036f5c320,length_32_gap_8,9.5636692047119141,True,True,3.937185525894165,31259,31259,31259,True
qseq_3d0519214fd345b3,length_32_gap_8,11.366525650024414,True,True,3.1577274799346924,56269,56269,56269,True
qseq_c73b0ed761e41736,length_32_gap_8,5.801145076751709,True,False,6.2446913719177246,89866,89866,901,True
qseq_ca6cedd13dbbb7b4,length_32_gap_8,5.2331881523132324,True,False,6.505314826965332,24901,24901,220,True
qseq_0645bf905553893a,length_32_gap_8,8.6483211517333984,True,False,4.5215568542480469,99560,99560,198,True
