prompt_id,family_id,candidate_margin,candidate_correct,top1_correct,target_nll,target_token_id,candidate_predicted_token_id,predicted_token_id,candidate_logits_finite
qseq_00cb1c1a51bbd477,length_32_gap_8,2.3957493305206299,True,False,8.6598358154296875,125630,125630,862,True
qseq_fdb0d02eb17a3ad5,length_32_gap_8,10.215413093566895,True,False,2.7345681190490723,107502,107502,99361,True
qseq_0fb480259789823d,length_32_gap_8,6.882781982421875,True,False,2.8237743377685547,82302,82302,102140,True
qseq_a2e6bd810032888a,length_32_gap_8,7.5004935264587402,True,False,5.4050335884094238,19910,19910,198,True
qseq_5ce005c7be85e2b9,length_32_gap_8,2.7276403903961182,True,False,6.6313023567199707,90108,90108,2943,True
qseq_9c1391f827e05414,length_32_gap_8,1.8520193099975586,True,False,5.9045639038085938,81019,81019,198,True
qseq_b5c59e25abaa4090,length_32_gap_8,3.0521087646484375,True,False,9.1370792388916016,24209,24209,220,True
qseq_9aa233d4f18630ef,length_32_gap_8,6.9751639366149902,True,False,4.6577463150024414,85214,85214,3909,True
qseq_36581fc0e870746a,length_32_gap_8,8.0897674560546875,True,False,4.480888843536377,84682,84682,198,True
qseq_f1250fa423e1545e,length_32_gap_8,3.2509446144104004,True,False,8.9025192260742188,37603,37603,220,True
qseq_82e41c38cbe9078a,length_32_gap_8,5.8846049308776855,True,True,3.6410048007965088,102890,102890,102890,True
qseq_d0b29249fa160784,length_32_gap_8,5.4871730804443359,True,False,5.4487943649291992,73737,73737,287,True
qseq_05f13a28471ab531,length_32_gap_8,4.2511196136474609,True,False,6.8769941329956055,21700,21700,220,True
qseq_f1b36b9fae18111b,length_32_gap_8,6.1305027008056641,True,False,5.0961194038391113,52456,52456,220,True
qseq_83e6b8683b1256b2,length_32_gap_8,7.9680910110473633,True,False,4.7259693145751953,6711,6711,2718,True
qseq_67044cfad9f21ecb,length_32_gap_8,5.8131523132324219,True,True,2.5342874526977539,85436,85436,85436,True
qseq_70ea623170fa926c,length_32_gap_8,5.2603435516357422,True,False,8.448725700378418,147722,147722,30182,True
qseq_5b73de916863d399,length_32_gap_8,7.8437633514404297,True,False,5.9128804206848145,83240,83240,46,True
qseq_db732a487a875289,length_32_gap_8,9.2667236328125,True,True,1.6660773754119873,77259,77259,77259,True
qseq_fd7563a3a3cec767,length_32_gap_8,12.294552803039551,True,True,2.0011918544769287,9616,9616,9616,True
qseq_d6183e1df454b220,length_32_gap_8,9.9860172271728516,True,True,1.0347621440887451,104528,104528,104528,True
qseq_1355795077be0f50,length_32_gap_8,5.3960838317871094,True,True,3.3103845119476318,82521,82521,82521,True
qseq_8b0497deeb8bcaef,length_32_gap_8,8.4542837142944336,True,True,3.305497407913208,17734,17734,17734,True
qseq_1fb3a17d5dccef31,length_32_gap_8,5.4206523895263672,True,True,3.7815921306610107,70302,70302,70302,True
qseq_a17078d2a6b4b999,length_32_gap_8,5.9483036994934082,True,False,7.2117376327514648,130391,130391,220,True
qseq_9e89898b6bb8b44e,length_32_gap_8,10.502556800842285,True,True,1.2053587436676025,63215,63215,63215,True
qseq_52f1b1128f7f8827,length_32_gap_8,8.0663909912109375,True,False,2.6848030090332031,148506,148506,33,True
qseq_d4bff5080bd4daa2,length_32_gap_8,6.7189540863037109,True,False,5.9518537521362305,124088,124088,2,True
qseq_bc537eed9a30ad79,length_32_gap_8,5.5377120971679688,True,True,4.0493631362915039,62707,62707,62707,True
qseq_4e294cfbb31deac6,length_32_gap_8,4.9465541839599609,True,False,7.2206516265869141,67333,67333,19177,True
qseq_a9426dae73873222,length_32_gap_8,3.5375454425811768,True,False,4.950523853302002,107856,107856,15767,True
qseq_84c7ecb2a5f6fb74,length_32_gap_8,2.9933483600616455,True,False,8.5902309417724609,88428,88428,198,True
qseq_2232308bba387df3,length_32_gap_8,6.4652295112609863,True,False,5.0615472793579102,52977,52977,9124,True
qseq_c651ff600b8839df,length_32_gap_8,4.3857603073120117,True,False,9.92498779296875,125933,125933,18137,True
qseq_bdd4291ac8449310,length_32_gap_8,7.4923057556152344,True,False,2.9003491401672363,96873,96873,13,True
qseq_eee8756396fe6af2,length_32_gap_8,8.7138853073120117,True,True,2.8834638595581055,56464,56464,56464,True
qseq_d27c4368416fdc93,length_32_gap_8,11.262678146362305,True,True,2.8620254993438721,24850,24850,24850,True
qseq_1bc3d720581f5d2b,length_32_gap_8,5.1132102012634277,True,False,4.7408943176269531,54180,54180,220,True
qseq_d1b8220e931c7fd7,length_32_gap_8,7.6249485015869141,True,False,4.5220828056335449,112042,112042,102392,True
qseq_f3612a27015ba1ca,length_32_gap_8,11.057188034057617,True,False,3.2302384376525879,48304,48304,768,True
qseq_983999860e3f68fa,length_32_gap_8,2.5052680969238281,True,False,8.4353981018066406,90407,90407,220,True
qseq_3cc6488c0780e435,length_32_gap_8,6.6875166893005371,True,False,5.7913756370544434,78001,78001,220,True
qseq_896e75303fd36619,length_32_gap_8,7.7106685638427734,True,False,5.5034780502319336,89986,89986,97794,True
qseq_bb44694bf88faab7,length_32_gap_8,4.5986647605895996,True,False,4.322758674621582,109123,109123,220,True
qseq_676b73120ca2a061,length_32_gap_8,13.993890762329102,True,False,1.7092618942260742,47476,47476,1515,True
qseq_03289c2c4536e699,length_32_gap_8,2.2547779083251953,True,False,8.7583236694335938,92360,92360,220,True
qseq_62632b972840b049,length_32_gap_8,5.0238037109375,True,False,7.2342185974121094,75080,75080,62,True
qseq_f5d56d42459ee9bc,length_32_gap_8,5.3993372917175293,True,True,3.9395229816436768,21988,21988,21988,True
qseq_32bc0ad658c10a1c,length_32_gap_8,8.5033273696899414,True,False,6.5100593566894531,146134,146134,8,True
qseq_4da58de5cf93ae4a,length_32_gap_8,8.1539278030395508,True,True,3.8373603820800781,110045,110045,110045,True
qseq_5e6685ba720055c7,length_32_gap_8,8.2883129119873047,True,True,2.284339427947998,7234,7234,7234,True
qseq_2cfb75f54306c844,length_32_gap_8,10.504208564758301,True,False,3.9086058139801025,119286,119286,102675,True
qseq_8345587890d3c14f,length_32_gap_8,8.3572025299072266,True,False,4.7080183029174805,105973,105973,198,True
qseq_46afeffe5dd0d89f,length_32_gap_8,6.3665938377380371,True,True,1.8964383602142334,22524,22524,22524,True
qseq_b592f6abbb02f055,length_32_gap_8,6.5551261901855469,True,True,2.5837805271148682,46387,46387,46387,True
qseq_3d813b4e2f642750,length_32_gap_8,11.630229949951172,True,True,1.3998866081237793,11318,11318,11318,True
qseq_c3ccf9967efbcd30,length_32_gap_8,6.6739168167114258,True,False,8.1518440246582031,37965,37965,13,True
qseq_029bb1fad3e341b6,length_32_gap_8,7.1556353569030762,True,False,4.8269634246826172,91850,91850,220,True
qseq_f0a1548c14cbff39,length_32_gap_8,6.6201128959655762,True,True,4.0483617782592773,7224,7224,7224,True
qseq_ce67b9d37322c254,length_32_gap_8,7.1798114776611328,True,False,5.0235085487365723,76699,76699,76230,True
qseq_1d5def43cbaaf204,length_32_gap_8,4.6081957817077637,True,False,5.2302184104919434,75955,75955,220,True
qseq_ef053ee48a778a2d,length_32_gap_8,5.7363529205322266,True,False,5.8727469444274902,95930,95930,9370,True
qseq_aad6bf2a44151808,length_32_gap_8,8.6020069122314453,True,True,3.3313367366790771,29826,29826,29826,True
qseq_8efc9f11c7cf051c,length_32_gap_8,9.5302534103393555,True,True,2.8608064651489258,119487,119487,119487,True
qseq_8e716ecd02e0f73a,length_32_gap_16,10.89434814453125,True,True,2.1064214706420898,47200,47200,47200,True
qseq_1595750272a9182b,length_32_gap_16,15.199503898620605,True,True,2.6965892314910889,7856,7856,7856,True
qseq_bcb1e40d4e33a983,length_32_gap_16,18.152702331542969,True,True,0.21971723437309265,33176,33176,33176,True
qseq_918b1e8c99f205fc,length_32_gap_16,7.967158317565918,True,False,4.3401427268981934,91283,91283,82,True
qseq_9bcb64e386770afd,length_32_gap_16,9.2051725387573242,True,True,2.9279336929321289,119099,119099,119099,True
qseq_f308f77da35e5150,length_32_gap_16,5.9944210052490234,True,False,6.857612133026123,71194,71194,8,True
qseq_3d452bb0ed05ae44,length_32_gap_16,2.9704277515411377,True,False,7.2087221145629883,67639,67639,220,True
qseq_5e121f37966766e3,length_32_gap_16,3.1325726509094238,True,False,8.3845090866088867,81443,81443,220,True
qseq_7d05ec534f8e7970,length_32_gap_16,8.1247024536132812,True,False,4.183445930480957,47200,47200,14,True
qseq_1a641e032f933a96,length_32_gap_16,3.4355981349945068,True,False,6.4733400344848633,18034,18034,220,True
qseq_afb04c9fd38b4a73,length_32_gap_16,11.094161033630371,True,True,1.6053109169006348,32388,32388,32388,True
qseq_0a7044add0a71938,length_32_gap_16,3.0033364295959473,True,False,7.8162837028503418,61402,61402,220,True
qseq_ad84a1c2bee1922b,length_32_gap_16,6.2619991302490234,True,False,5.1243605613708496,46972,46972,20244,True
qseq_0449b2f15993e9e3,length_32_gap_16,14.75970458984375,True,True,1.0350786447525024,5687,5687,5687,True
qseq_e239bfe29ce1339d,length_32_gap_16,6.7074251174926758,True,True,2.1519780158996582,122056,122056,122056,True
qseq_1c01b2c0b82e7c86,length_32_gap_16,1.7297496795654297,True,False,7.5135650634765625,36285,36285,13,True
qseq_5a6f346a0090499e,length_32_gap_16,10.785795211791992,True,True,3.5706095695495605,149653,149653,149653,True
qseq_23e29e93fa14dc22,length_32_gap_16,6.983393669128418,True,False,4.7356681823730469,14266,14266,12,True
qseq_aed28d8945a5fd51,length_32_gap_16,9.0185108184814453,True,False,5.4602060317993164,127905,127905,38134,True
qseq_64af7706440b2eb6,length_32_gap_16,13.156285285949707,True,True,0.31127879023551941,59144,59144,59144,True
qseq_9b65b35ce09e05fc,length_32_gap_16,4.8949289321899414,True,True,3.9968974590301514,18682,18682,18682,True
qseq_9966ff37eb81ef5e,length_32_gap_16,4.9590539932250977,True,False,6.0736708641052246,13348,13348,82,True
qseq_2f710e8798ec9e71,length_32_gap_16,10.11829662322998,True,False,3.7906384468078613,44597,44597,389,True
qseq_11b039baed6684b4,length_32_gap_16,8.3930549621582031,True,True,3.442427396774292,103032,103032,103032,True
qseq_60e817fc1eb4a770,length_32_gap_16,7.7705512046813965,True,True,3.4093492031097412,71405,71405,71405,True
qseq_704ee3aa78d74315,length_32_gap_16,7.3612403869628906,True,True,4.1943325996398926,51395,51395,51395,True
qseq_56aa2892fb9d4215,length_32_gap_16,4.460024356842041,True,False,6.9605612754821777,63020,63020,220,True
qseq_cfd0f3fa73dabac6,length_32_gap_16,3.4043173789978027,True,False,7.3656635284423828,15168,15168,220,True
qseq_4d8b8abbf9e82df2,length_32_gap_16,9.6532764434814453,True,True,2.8130397796630859,54920,54920,54920,True
qseq_dc290e31b0f7fee9,length_32_gap_16,8.8999471664428711,True,True,3.4509377479553223,87048,87048,87048,True
qseq_d59e491f27122012,length_32_gap_16,6.3140382766723633,True,True,2.7751250267028809,10178,10178,10178,True
qseq_0d1644fe34089dc5,length_32_gap_16,9.3929510116577148,True,True,2.4578475952148438,111600,111600,111600,True
qseq_b0f1c882cbfc023b,length_32_gap_16,10.82948112487793,True,True,1.2474775314331055,48953,48953,48953,True
qseq_ae326193ef533b6f,length_32_gap_16,6.4826927185058594,True,False,3.9203715324401855,17559,17559,22250,True
qseq_b90113f916a4ef25,length_32_gap_16,9.9512739181518555,True,False,5.4658198356628418,35843,35843,26898,True
qseq_47db8e82e82ab9ab,length_32_gap_16,6.0600495338439941,True,False,6.4329886436462402,91622,91622,368,True
qseq_1bd1876170be1293,length_32_gap_16,8.0437107086181641,True,True,2.4955129623413086,109734,109734,109734,True
qseq_28a6625244b67550,length_32_gap_16,2.9125139713287354,True,False,8.3497114181518555,85032,85032,305,True
qseq_0319d5aa3b7a2109,length_32_gap_16,5.0384340286254883,True,False,7.2743043899536133,89605,89605,896,True
qseq_b4281d845cf8791c,length_32_gap_16,2.7486104965209961,True,True,3.4370031356811523,35,35,35,True
qseq_eb72d6b6095aa9bf,length_32_gap_16,2.7070713043212891,True,False,6.2685708999633789,111454,111454,220,True
qseq_2a530f25c94c88b0,length_32_gap_16,8.3149299621582031,True,True,1.8269275426864624,28740,28740,28740,True
qseq_b90ee294cda3f4ef,length_32_gap_16,5.7018876075744629,True,False,5.2147669792175293,60981,60981,220,True
qseq_2194e53c28d8ac06,length_32_gap_16,6.0199689865112305,True,True,2.9908902645111084,99075,99075,99075,True
qseq_cd35a5d7a5f5a555,length_32_gap_16,9.8551597595214844,True,False,3.9752864837646484,21919,21919,27,True
qseq_e3fd7e822923d545,length_32_gap_16,6.6694016456604004,True,True,4.5099968910217285,51074,51074,51074,True
qseq_3c1160a318793be3,length_32_gap_16,7.4064664840698242,True,True,3.2291040420532227,65348,65348,65348,True
qseq_a4167c2fe5df8c7f,length_32_gap_16,9.3757362365722656,True,False,4.2412657737731934,43040,43040,13,True
qseq_fa6f788e8ca0ef62,length_32_gap_16,4.4574289321899414,True,False,6.0129332542419434,77269,77269,1045,True
qseq_98487b25edb3051f,length_32_gap_16,7.5016560554504395,True,False,4.5601224899291992,40143,40143,13,True
qseq_1f823851ae16f13f,length_32_gap_16,6.0516562461853027,True,True,2.8919782638549805,97475,97475,97475,True
qseq_b190b48533f45a2c,length_32_gap_16,7.8080830574035645,True,True,1.1941888332366943,95489,95489,95489,True
qseq_63d72c96ef626e2d,length_32_gap_16,8.4863739013671875,True,True,3.4302687644958496,44381,44381,44381,True
qseq_a28e2ec155ecc582,length_32_gap_16,9.377079963684082,True,True,2.7527713775634766,120373,120373,120373,True
qseq_eb02fc157dd74784,length_32_gap_16,10.077911376953125,True,True,4.5696148872375488,114991,114991,114991,True
qseq_e887c4a51d9b260c,length_32_gap_16,4.3977851867675781,True,False,7.9713053703308105,121786,121786,60,True
qseq_dee021939107fbde,length_32_gap_16,7.1435308456420898,True,False,6.4079432487487793,22950,22950,8,True
qseq_affe6175ca94dda2,length_32_gap_16,4.1481304168701172,True,True,1.1616151332855225,23417,23417,23417,True
qseq_7be057ad143b9690,length_32_gap_16,3.0304408073425293,True,False,4.1463594436645508,49922,49922,9370,True
qseq_24f5b4f7f640338f,length_32_gap_16,12.296259880065918,True,True,2.5044596195220947,90581,90581,90581,True
qseq_43ebed208484255f,length_32_gap_16,6.170954704284668,True,True,3.0314719676971436,65465,65465,65465,True
qseq_c613b96c7912d379,length_32_gap_16,1.9714362621307373,True,False,10.430265426635742,143332,143332,3491,True
qseq_7f5aade052d4177f,length_32_gap_16,6.0667357444763184,True,True,3.8488187789916992,46609,46609,46609,True
qseq_ee49c796752d8710,length_32_gap_16,4.142634391784668,True,False,8.3243122100830078,116135,116135,99489,True
qseq_b3f568f628b46423,length_64_gap_8,6.6579828262329102,True,False,4.9256486892700195,18927,18927,220,True
qseq_2fb25780aa1dbffa,length_64_gap_8,8.0196113586425781,True,False,2.8572101593017578,39396,39396,61,True
qseq_fd1170e3dcd5f55e,length_64_gap_8,12.9229736328125,True,True,1.6133593320846558,58394,58394,58394,True
qseq_24b25ead5a4620eb,length_64_gap_8,6.0760011672973633,True,False,5.8821401596069336,118257,118257,8,True
qseq_4074ee710223309a,length_64_gap_8,7.2260112762451172,True,True,3.9838776588439941,95875,95875,95875,True
qseq_4279be38393632ff,length_64_gap_8,2.2901961803436279,True,False,9.3023548126220703,140805,140805,198,True
qseq_a128a3ad062f254f,length_64_gap_8,2.2145657539367676,True,False,9.6280670166015625,144317,144317,34187,True
qseq_40546941dd2db2c4,length_64_gap_8,10.3045654296875,True,False,3.6215484142303467,89181,89181,13,True
qseq_bd1d709ea9de2442,length_64_gap_8,3.1634690761566162,True,False,6.7348957061767578,90421,90421,9370,True
qseq_0701dad0bea1f82c,length_64_gap_8,3.6287105083465576,True,False,8.4200363159179688,89541,89541,85,True
qseq_1922d44b2343c70a,length_64_gap_8,5.1691708564758301,True,False,6.4980249404907227,100002,100002,369,True
qseq_730ee300e88dbdc9,length_64_gap_8,2.3577296733856201,True,False,10.031856536865234,143664,143664,220,True
qseq_5b194ba92705c9b8,length_64_gap_8,2.5190582275390625,True,False,8.2041158676147461,141053,141053,220,True
qseq_021ce8a6eb41287d,length_64_gap_8,4.2840890884399414,True,False,5.7088804244995117,40650,40650,220,True
qseq_039bccf871e60190,length_64_gap_8,3.4206302165985107,True,False,9.1570072174072266,94008,94008,15767,True
qseq_c9895be6cd96e125,length_64_gap_8,8.2307596206665039,True,True,3.7248198986053467,77925,77925,77925,True
qseq_e517bd5620ecf760,length_64_gap_8,9.7472801208496094,True,False,3.6943812370300293,55685,55685,7,True
qseq_05be70e9da000c21,length_64_gap_8,8.7711734771728516,True,False,4.3959693908691406,25472,25472,220,True
qseq_9e0484c8cf5ddfc6,length_64_gap_8,6.0045485496520996,True,False,8.656733512878418,57780,57780,8,True
qseq_d8653dab52d91576,length_64_gap_8,5.1442623138427734,True,False,6.219658374786377,22648,22648,1188,True
qseq_7c7ae2fc6a76be76,length_64_gap_8,3.8127171993255615,True,False,6.5266532897949219,87499,87499,15767,True
qseq_eea059d57beab37f,length_64_gap_8,8.4215974807739258,True,True,3.9043171405792236,70302,70302,70302,True
qseq_8fee472e774e69bb,length_64_gap_8,1.8524599075317383,True,False,9.7943038940429688,91752,91752,854,True
qseq_6a6e891f0af35a46,length_64_gap_8,10.597189903259277,True,True,2.9882194995880127,2998,2998,2998,True
qseq_a6eb78d92d0c43ab,length_64_gap_8,9.1602821350097656,True,True,4.8595395088195801,4646,4646,4646,True
qseq_4eb4bdf24b06d78c,length_64_gap_8,5.00970458984375,True,False,4.9374680519104004,112817,112817,99348,True
qseq_772ec14d440e73c4,length_64_gap_8,4.51873779296875,True,False,5.6623411178588867,115936,115936,220,True
qseq_c9795ce42618194e,length_64_gap_8,3.1710524559020996,True,False,6.2144603729248047,27564,27564,471,True
qseq_ad3d3bcb9795d514,length_64_gap_8,2.363631010055542,True,False,10.822874069213867,129317,129317,47534,True
qseq_1e356400a385b9c8,length_64_gap_8,5.6794772148132324,True,False,11.463667869567871,28379,28379,220,True
qseq_200c199e7437db70,length_64_gap_8,10.981285095214844,True,True,1.9260783195495605,116623,116623,116623,True
qseq_f93016a2d910f6d4,length_64_gap_8,6.3793439865112305,True,True,3.3928494453430176,6931,6931,6931,True
qseq_b26f645287ad75c3,length_64_gap_8,6.506218433380127,True,False,4.8985404968261719,60473,60473,220,True
