task,observer,access_regime,observer_family,recommendation,arm_id,estimator_name,direction_name,direction_support_mode,estimator_calibration,controller_mode,loop_steps,model_test_mse,model_test_r2,observer_initial_r2_vs_plant_target,observer_initial_mae_vs_plant_target,observer_initial_r2_vs_synthetic_clean_target,observer_initial_mae_vs_synthetic_clean_target,observer_initial_r2_vs_true_target,observer_initial_mae_vs_true_target,initial_target_mse,final_target_mse,final_over_initial_target_mse,target_improvement_mse,target_improvement_fraction,integrated_squared_error,integrated_absolute_error,final_target_mae,cumulative_collateral_abs,final_collateral_abs,max_collateral_abs,actuation_energy_l1,mean_abs_strength,mean_strength,max_abs_strength,overshoot_mean,undershoot_mean,settled_fraction,settling_step_mean,large_error_trajectory_rate,final_mse_growth_flag_rate,divergence_rate,divergence_rate_mse_growth,divergence_rate_old_abs_threshold,target_error_worsened_rate,mean_observer_bias_initial,mean_observer_bias_final,observer_bias_mae_path,effective_target_gain,observer_self_gain,observer_to_target_gain_ratio,mismatch_projection,observer_error_pole_unsaturated,observer_direction_sign_compatible,locally_convergent_unsaturated,target_gain_on_support_component,target_gain_off_support_component,observer_gain_on_support_component,observer_gain_off_support_component,effective_collateral_gain,raw_target_gain,direction_norm,raw_direction_norm,normalization_mode,orientation_sign,raw_parallel_norm,raw_orthogonal_norm,fixed_parallel_norm,target_head_norm,post_normalization_target_gain_error,projected_direction_scale,projected_target_gain_before_rescale,direction_norm_ratio_vs_unprojected,residual_support_rank,residual_support_n_centroids,residual_support_absolute_tolerance,residual_support_clean_rms_radius,mean_residual_off_support_l2_path,final_residual_off_support_l2,max_residual_off_support_l2,mean_residual_off_support_normalized_path,mean_residual_delta_from_initial_l2_path,final_residual_delta_from_initial_l2,max_residual_delta_from_initial_l2,mean_residual_delta_from_initial_normalized_path,mean_nearest_clean_residual_l2_path,final_nearest_clean_residual_l2,max_nearest_clean_residual_l2,mean_nearest_clean_residual_normalized_path,mean_abs_residual_norm_z_path,max_abs_residual_norm_z,mean_convex_hull_extrapolation_mass_path,final_convex_hull_extrapolation_mass,max_convex_hull_extrapolation_mass,outside_clean_convex_hull_step_fraction,convex_hull_extrapolation_tolerance,clean_residual_norm_mean,clean_residual_norm_std,clean_residual_norm_min,clean_residual_norm_max,clean_centroid_pairwise_rms,control_clip_fraction,examples_ever_clipped_fraction,clipped_command_mass_fraction,gamma,nuisance_interaction_weight,controller_gain,max_strength,target_ref_mean,divergence_abs_error_threshold,divergence_initial_error_multiplier,divergence_final_mse_multiplier,direction_on_support_norm,direction_off_support_norm,direction_off_support_fraction,affine_calibration_offset,affine_calibration_scale,calibration_raw_mae,calibration_affine_mae,response_calibration_scale,response_calibration_raw_mae,response_calibration_corrected_mae,response_calibration_raw_gain,response_calibration_target_gain,calibration_n_states,gain_match_eligible,base_controller_gain,effective_controller_gain,controller_gain_ratio_vs_base,ise_ratio_vs_lifted_diagonal_same_condition,collateral_ratio_vs_lifted_diagonal_same_condition,final_mse_ratio_vs_lifted_diagonal_same_condition,energy_ratio_vs_lifted_diagonal_same_condition
trained_transformer_ctl2_closed_loop,est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,white-box final-residual representation; additive residual intervention loop,independently composed affine estimator and fixed residual-space direction,"Do not recommend this estimator--direction pair for control under the tested rollout; inspect the listed gain, support, and tracking failures.",est-first_order__dir-first_order__support-unprojected__cal-none__controller-base,first_order,first_order,unprojected,none,base,15.0,0.0005892095114087896,0.9992521626882211,0.7537883351851837,0.23738413651278104,0.7600254151223762,0.23455125029574325,0.7600254151223762,0.23455125029574325,0.7394304920663277,6.90875176399235,9.343341717875258,-6.169321271926022,-8.343341717875258,32.82258435391813,16.1917563836677,2.2085567736313823,0.4603761707661421,0.0564368937208939,0.0564368937208939,25.88775818945842,0.23966227166080614,0.22095446570819977,0.40143828968051354,2.2592265003857004,0.7964674671341078,0.0,,0.43066666666666664,0.43066666666666664,0.43066666666666664,0.43066666666666664,0.0,0.8866666666666667,0.007965864542030788,-2.729689225896372,1.4454276541446274,0.8499999999999998,0.023991173295346307,0.02822490975923096,-0.8260088267046535,0.9916030893466288,True,True,0.11352357617875422,0.7364764238212456,0.02399131972388616,-1.4642853985585846e-07,0.015699006586726898,0.0011259867401728074,1.478619825269895,0.14535047929465178,parallel_orthogonal,1.0,0.0019492283552378223,0.14533740860495667,1.471459692054516,0.5776576854872545,-2.220446049250313e-16,7.4874314975912135,0.11352357617875422,1.0,3.0,4.0,9.065015762367391e-06,5.935087316662545,2.508713996764593,4.920637833218974,4.920637833218974,0.42269201157689257,2.710049396342808,5.315540793703309,5.315540793703309,0.4566149159650004,2.710049594650227,5.315538896448812,5.315538896448812,0.45661494937772185,4.104764488578726,10.356544419870767,0.3086397675248896,0.6053715613135991,0.6053715613135991,0.9375,1e-05,6.500990390777588,0.19878265261650085,6.282858371734619,6.737279891967773,9.6919527053833,0.0,0.0,0.0,1.15,0.0,0.35,1.0,1.0,2.0,2.0,4.0,0.5592721484936408,1.3687699776078088,0.9257078487757764,0.0,1.0,,,1.0,,,,,0.0,True,0.35,0.35,1.0,1.8858623482001218,2.1335985170449523,2.088572496976574,1.1258838572699845
trained_transformer_ctl2_closed_loop,est-first_order__dir-lifted_interaction__support-unprojected__cal-none__controller-base,white-box final-residual representation; additive residual intervention loop,independently composed affine estimator and fixed residual-space direction,"Do not recommend this estimator--direction pair for control under the tested rollout; inspect the listed gain, support, and tracking failures.",est-first_order__dir-lifted_interaction__support-unprojected__cal-none__controller-base,first_order,lifted_interaction,unprojected,none,base,15.0,0.0005892095114087896,0.9992521626882211,0.7537883351851837,0.23738413651278104,0.7600254151223762,0.23455125029574325,0.7600254151223762,0.23455125029574325,0.7394304920663277,7.823669747600403,10.580669625534743,-7.084239255534075,-9.580669625534743,36.38123418041649,16.96679171885326,2.359322648616509,0.23461724145364896,0.029227566557687722,0.029227566557687722,27.961393574357487,0.25148704616944356,0.23185620971475632,0.40143828968051354,2.404108055920062,0.8023517865848732,0.0,,0.43066666666666664,0.43066666666666664,0.43066666666666664,0.43066666666666664,0.43066666666666664,0.8866666666666667,0.007965864542030788,-2.9337007931526617,1.5310828237310947,0.8499999999999998,0.00416925703016123,0.00490500827077792,-0.8458307429698385,0.9985407600394436,True,True,0.15014811955644353,0.6998518804435563,0.004169396176785996,-1.3914662475716932e-07,0.00774793162056683,0.04333989508956965,1.4839418504369895,0.20620095434352775,parallel_orthogonal,1.0,0.07502695139079199,0.19206715007305478,1.471459692054516,0.5776576854872545,-2.220446049250313e-16,5.661076559007246,0.15014811955644353,1.0,3.0,4.0,9.065015762367391e-06,5.935087316662545,2.4616818203907034,4.906644971429065,4.906644971429065,0.41476758285924786,2.808478124204839,5.597882289804249,5.597882289804249,0.4731991248587257,2.808478224175479,5.597880287654045,5.597880287654045,0.47319914170273064,4.038236131403843,10.547321304259993,0.48217962738301334,0.9610843355284817,0.9610843355284817,0.9375,1e-05,6.500990390777588,0.19878265261650085,6.282858371734619,6.737279891967773,9.6919527053833,0.0,0.0,0.0,1.15,0.0,0.35,1.0,1.0,2.0,2.0,4.0,0.7143235455995621,1.300701844267327,0.8765180683355603,0.0,1.0,,,1.0,,,,,0.0,True,0.35,0.35,1.0,2.0903289936616036,1.0873260394986055,2.365159730507282,1.2160682829987592
trained_transformer_ctl2_closed_loop,est-lifted_interaction__dir-first_order__support-unprojected__cal-none__controller-base,white-box final-residual representation; additive residual intervention loop,independently composed affine estimator and fixed residual-space direction,"Do not recommend this estimator--direction pair for control under the tested rollout; inspect the listed gain, support, and tracking failures.",est-lifted_interaction__dir-first_order__support-unprojected__cal-none__controller-base,lifted_interaction,first_order,unprojected,none,base,15.0,0.0005892095114087896,0.9992521626882211,0.9992626655653606,0.013338536987276162,0.999999999999931,1.101878294490118e-07,0.999999999999931,1.101878294490118e-07,0.7394304920663277,4.170624218120743,5.640319493000613,-3.431193726054415,-4.640319493000613,21.10872513433036,15.290417568142368,2.0095660119246874,0.4611368754593168,0.052761649863563055,0.052761649863563055,24.201913735715053,0.22405515309557514,0.1783771514539275,0.3500000158045724,1.888300741161367,0.9684024646517461,0.0,,0.43066666666666664,1.0,0.43066666666666664,1.0,0.0,1.0,0.013338536987276162,-1.962098748675538,1.3438017732469112,0.8499999999999998,0.11170018086410297,0.13141197748718,-0.7382998191358968,0.9609049366975639,True,True,0.11352357617875422,0.7364764238212456,0.11170054436418381,-3.635000808133171e-07,0.015699006586726898,0.0011259867401728074,1.478619825269895,0.14535047929465178,parallel_orthogonal,1.0,0.0019492283552378223,0.14533740860495667,1.471459692054516,0.5776576854872545,-2.220446049250313e-16,7.4874314975912135,0.11352357617875422,1.0,3.0,4.0,9.065015762367391e-06,5.935087316662545,2.5128592819299764,4.600199503283169,4.600199503283169,0.4233904486754919,2.7145273589860603,4.969385869814984,4.969385869814984,0.45736940573142404,2.714527557238644,4.9693839725562095,4.9693839725562095,0.45736943913490624,3.536456925216782,7.894252097113623,0.3066691450283996,0.5676727606647135,0.5676727606647135,0.9375,1e-05,6.500990390777588,0.19878265261650085,6.282858371734619,6.737279891967773,9.6919527053833,0.0,0.0,0.0,1.15,0.0,0.35,1.0,1.0,2.0,2.0,4.0,0.5592721484936408,1.3687699776078088,0.9257078487757764,0.0,1.0,,,1.0,,,,,0.0,True,0.35,0.35,1.0,1.2128280186623137,2.1371239784140013,1.2608140131174435,1.0525648374287575
trained_transformer_ctl2_closed_loop,est-lifted_interaction__dir-lifted_interaction__support-unprojected__cal-none__controller-base,white-box final-residual representation; additive residual intervention loop,independently composed affine estimator and fixed residual-space direction,"Do not recommend this estimator--direction pair for control under the tested rollout; inspect the listed gain, support, and tracking failures.",est-lifted_interaction__dir-lifted_interaction__support-unprojected__cal-none__controller-base,lifted_interaction,lifted_interaction,unprojected,none,base,15.0,0.0005892095114087896,0.9992521626882211,0.9992626655653606,0.013338536987276162,0.999999999999931,1.101878294490118e-07,0.999999999999931,1.101878294490118e-07,0.7394304920663277,3.307882189387003,4.473553937629992,-2.5684516973206755,-3.473553937629992,17.40454937511436,14.018897662822797,1.7896060615385299,0.21577450822555222,0.02403447813441372,0.02403447813441372,22.993275924774707,0.20680339228097452,0.16464249769052908,0.3500000158045724,1.6907623482266239,0.9459809072003318,0.0,,0.43066666666666664,1.0,0.43066666666666664,1.0,0.0,1.0,0.013338536987276162,-1.7221030671529152,1.2115184023869285,0.8499999999999998,0.14728892492646928,0.17328108814878743,-0.7027110750735305,0.9484488762757357,True,True,0.15014811955644353,0.6998518804435563,0.1472892703493346,-3.454228653491931e-07,0.00774793162056683,0.04333989508956965,1.4839418504369895,0.20620095434352775,parallel_orthogonal,1.0,0.07502695139079199,0.19206715007305478,1.471459692054516,0.5776576854872545,-2.220446049250313e-16,5.661076559007246,0.15014811955644353,1.0,3.0,4.0,9.065015762367391e-06,5.935087316662545,2.2639776212164,4.034843306109046,4.034843306109046,0.381456497676178,2.582921793632294,4.603263129271138,4.603263129271138,0.4351952474870645,2.5829218935568856,4.603261127129867,4.603261127129867,0.43519526432331074,2.8394925612824364,6.161609572545407,0.4266181618850998,0.7655026531980369,0.7655026531980369,0.9375,1e-05,6.500990390777588,0.19878265261650085,6.282858371734619,6.737279891967773,9.6919527053833,0.0,0.0,0.0,1.15,0.0,0.35,1.0,1.0,2.0,2.0,4.0,0.7143235455995621,1.300701844267327,0.8765180683355603,0.0,1.0,,,1.0,,,,,0.0,True,0.35,0.35,1.0,1.0,1.0,1.0,1.0
trained_transformer_ctl2_closed_loop,est-first_order__dir-first_order__support-projected__cal-none__controller-base,white-box final-residual representation; additive residual intervention loop,independently composed affine estimator and fixed residual-space direction,"Do not recommend this estimator--direction pair for control under the tested rollout; inspect the listed gain, support, and tracking failures.",est-first_order__dir-first_order__support-projected__cal-none__controller-base,first_order,first_order,projected,none,base,15.0,0.0005892095114087896,0.9992521626882211,0.7537883351851837,0.23738413651278104,0.7600254151223762,0.23455125029574325,0.7600254151223762,0.23455125029574325,0.7394304920663277,2.578075600844933,3.4865692293004287,-1.8386451087786053,-2.4865692293004287,14.81242413630957,11.356440729189876,1.29390494965552,2.7180640051266054,0.2956572332427631,0.2956572332427631,42.818272887267476,0.16768630586097355,0.15459687443224893,0.40143828968051354,1.3773500740275813,0.762171199530363,0.11333333333333333,13.0,0.43066666666666664,0.43066666666666664,0.43066666666666664,0.43066666666666664,0.0,0.43066666666666664,0.007965864542030788,-1.5465829434034306,0.9161999808486317,0.8499999999999996,0.17963336296940655,0.2113333681993019,-0.6703666370305931,0.9371283229607077,True,True,0.8499999999999995,2.4078451871390263e-16,0.17963336296940666,-9.116034637422604e-17,0.11754377982735156,0.0011259867401728074,4.187511900356797,0.14535047929465178,parallel_orthogonal,1.0,0.0019492283552378223,0.14533740860495667,1.471459692054516,0.5776576854872545,-3.3306690738754696e-16,7.4874314975912135,0.11352357617875422,2.8320409538621214,3.0,4.0,9.065015762367391e-06,5.935087316662545,9.940275234368414e-15,1.0227124806818593e-14,1.1253560350931857e-14,1.6748321808950387e-15,6.051960695047465,10.532826019795444,10.532826019795444,1.019691939166051,4.56609448579102,6.9653611712291115,7.044321333673923,0.7693390580744909,6.85002208797971,14.739714504768829,1.2840365160071319,2.234735657983827,2.234735657983827,0.9375,1e-05,6.500990390777588,0.19878265261650085,6.282858371734619,6.737279891967773,9.6919527053833,0.0,0.0,0.0,1.15,0.0,0.35,1.0,1.0,2.0,2.0,4.0,4.187511900356796,1.2856511785770455e-15,3.070203044599113e-16,0.0,1.0,,,1.0,,,,,0.0,True,0.35,0.35,1.0,10.041303708637932,4.9230286979792295,56589.83301339217,2.573858256825326
trained_transformer_ctl2_closed_loop,est-first_order__dir-lifted_interaction__support-projected__cal-none__controller-base,white-box final-residual representation; additive residual intervention loop,independently composed affine estimator and fixed residual-space direction,"Do not recommend this estimator--direction pair for control under the tested rollout; inspect the listed gain, support, and tracking failures.",est-first_order__dir-lifted_interaction__support-projected__cal-none__controller-base,first_order,lifted_interaction,projected,none,base,15.0,0.0005892095114087896,0.9992521626882211,0.7537883351851837,0.23738413651278104,0.7600254151223762,0.23455125029574325,0.7600254151223762,0.23455125029574325,0.7394304920663277,6.925599525394797,9.366126498301835,-6.186169033328469,-8.366126498301835,32.888687204309896,16.206582462621505,2.211421220455725,1.2870222664958593,0.15782372821667529,0.15782372821667529,60.197221898521306,0.23988693415683301,0.22116159126630405,0.40143828968051354,2.2619791492307866,0.7965792651133643,0.0,,0.43066666666666664,0.43066666666666664,0.43066666666666664,0.43066666666666664,0.0,0.8866666666666667,0.007965864542030788,-2.7335423754455768,1.4470558313072148,0.8499999999999999,0.02360327096161763,0.027768554072491333,-0.8263967290383822,0.9917388551634339,True,True,0.8499999999999999,8.567407357889836e-17,0.02360327096161785,-2.0411447488739998e-16,0.04386058756427687,0.04333989508956965,4.043840279540626,0.20620095434352775,parallel_orthogonal,1.0,0.07502695139079199,0.19206715007305478,1.471459692054516,0.5776576854872545,-1.1102230246251565e-16,5.661076559007246,0.15014811955644353,2.7250665370410574,3.0,4.0,9.065015762367391e-06,5.935087316662545,1.100831900131427e-14,1.0998051547153957e-14,1.4304145831251688e-14,1.854786360161679e-15,7.4162716047386965,14.550966703183668,14.550966703183668,1.2495640264495822,6.296143291107588,11.31885897071295,11.31885897071295,1.060834147027861,11.742434013097693,31.922283514444104,2.209358591193139,4.47895157684627,4.47895157684627,0.9375,1e-05,6.500990390777588,0.19878265261650085,6.282858371734619,6.737279891967773,9.6919527053833,0.0,0.0,0.0,1.15,0.0,0.35,1.0,1.0,2.0,2.0,4.0,4.043840279540625,1.544551219430374e-15,3.819515887521237e-16,0.0,1.0,,,1.0,,,,,0.0,True,0.35,0.35,1.0,22.295155320818985,2.331088429465537,152019.79357442935,3.6185279361776495
trained_transformer_ctl2_closed_loop,est-lifted_interaction__dir-first_order__support-projected__cal-none__controller-base,white-box final-residual representation; additive residual intervention loop,independently composed affine estimator and fixed residual-space direction,This estimator--direction pair improves tracking in the tested additive residual loop; compare fixed-direction factorial contrasts before attributing the result to estimation alone.,est-lifted_interaction__dir-first_order__support-projected__cal-none__controller-base,lifted_interaction,first_order,projected,none,base,15.0,0.0005892095114087896,0.9992521626882211,0.9992626655653606,0.013338536987276162,0.999999999999931,1.101878294490118e-07,0.999999999999931,1.101878294490118e-07,0.7394304920663277,5.789933280257357e-05,7.83026037251652e-05,0.7393725927335252,0.9999216973962749,1.4776262102451085,2.8828136833315607,0.00624450828916202,1.4763245082803305,0.11654496511737099,0.11654496511737099,16.87851186760982,0.06610017435690906,0.052624367926783634,0.3500000158045724,0.08496599435806275,0.7631134701782918,1.0,6.430666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.013338536987276162,0.00256382932178722,0.006783685697473579,0.8499999999999996,0.8363501741704744,0.9839413813770291,-0.01364982582952523,0.707277439040334,True,True,0.8499999999999995,2.4078451871390263e-16,0.8363501741704742,2.1490900483007298e-16,0.11754377982735156,0.0011259867401728074,4.187511900356797,0.14535047929465178,parallel_orthogonal,1.0,0.0019492283552378223,0.14533740860495667,1.471459692054516,0.5776576854872545,-3.3306690738754696e-16,7.4874314975912135,0.11352357617875422,2.8320409538621214,3.0,4.0,9.065015762367391e-06,5.935087316662545,8.939700644729571e-15,8.862943685851816e-15,9.664481800605068e-15,1.506245850778249e-15,3.287140361814868,4.151929001028239,4.151929001028239,0.5538486944558235,3.2871344974754977,4.151920637147651,4.151920637147651,0.5538477063761109,7.787721302096967,9.107996125494385,0.6228238334743763,0.7866776984858183,0.7866776984858183,0.9375,1e-05,6.500990390777588,0.19878265261650085,6.282858371734619,6.737279891967773,9.6919527053833,0.0,0.0,0.0,1.15,0.0,0.35,1.0,1.0,2.0,2.0,4.0,4.187511900356796,1.2856511785770455e-15,3.070203044599113e-16,0.0,1.0,,,1.0,,,,,0.0,True,0.35,0.35,1.0,1.0016789560153283,2.6739576066221455,1.2709144657397247,1.0145877963772343
trained_transformer_ctl2_closed_loop,est-lifted_interaction__dir-lifted_interaction__support-projected__cal-none__controller-base,white-box final-residual representation; additive residual intervention loop,independently composed affine estimator and fixed residual-space direction,This estimator--direction pair improves tracking in the tested additive residual loop; compare fixed-direction factorial contrasts before attributing the result to estimation alone.,est-lifted_interaction__dir-lifted_interaction__support-projected__cal-none__controller-base,lifted_interaction,lifted_interaction,projected,none,base,15.0,0.0005892095114087896,0.9992521626882211,0.9992626655653606,0.013338536987276162,0.999999999999931,1.101878294490118e-07,0.999999999999931,1.101878294490118e-07,0.7394304920663277,4.555722227055915e-05,6.161123020941448e-05,0.7393849348440572,0.9999383887697907,1.4751494991200524,2.862210103231429,0.005596441922803944,0.5521121593791029,0.043615451089591147,0.043615451089591147,16.635831741597464,0.06629406719745605,0.052778731939868075,0.3500000158045724,0.085626031758297,0.7633654664533654,1.0,6.430666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.013338536987276162,0.0005258361854765411,0.007047373583849901,0.8499999999999999,0.8338158357678992,0.9809598067857639,-0.016184164232100673,0.7081644574812354,True,True,0.8499999999999999,8.567407357889836e-17,0.8338158357678991,9.551921522391769e-17,0.04386058756427687,0.04333989508956965,4.043840279540626,0.20620095434352775,parallel_orthogonal,1.0,0.07502695139079199,0.19206715007305478,1.471459692054516,0.5776576854872545,-1.1102230246251565e-16,5.661076559007246,0.15014811955644353,2.7250665370410574,3.0,4.0,9.065015762367391e-06,5.935087316662545,9.16018231830881e-15,9.486323560378734e-15,9.736279976037197e-15,1.5433947016401806e-15,3.181463007149439,4.021239288414685,4.021239288414685,0.5360431679273859,3.1814587494991318,4.021232638332575,4.021232638332575,0.5360424505579388,5.578039656723409,6.293460410496761,0.833320181705165,1.05328257307211,1.05328257307211,0.9375,1e-05,6.500990390777588,0.19878265261650085,6.282858371734619,6.737279891967773,9.6919527053833,0.0,0.0,0.0,1.15,0.0,0.35,1.0,1.0,2.0,2.0,4.0,4.043840279540625,1.544551219430374e-15,3.819515887521237e-16,0.0,1.0,,,1.0,,,,,0.0,True,0.35,0.35,1.0,1.0,1.0,1.0,1.0
trained_transformer_ctl2_closed_loop,est-first_order__dir-first_order__support-unprojected__cal-response_gain__controller-base,white-box final-residual representation; additive residual intervention loop,independently composed affine estimator and fixed residual-space direction,"Do not recommend this estimator--direction pair for control under the tested rollout; inspect the listed gain, support, and tracking failures.",est-first_order__dir-first_order__support-unprojected__cal-response_gain__controller-base,first_order,first_order,unprojected,response_gain,base,15.0,0.0005892095114087896,0.9992521626882211,0.7537883351851837,0.23738413651278104,0.7600254151223762,0.23455125029574325,0.7600254151223762,0.23455125029574325,0.7394304920663277,0.06918282413612349,0.09356230893696729,0.6702476679302042,0.9064376910630326,2.4362616662494863,5.14781867706442,0.23607183257953618,0.16960500596509373,0.013339852619238077,0.013339852619238077,6.119027042801233,0.05664839383538478,0.052226474807182,0.40143828968051354,0.14056682632646117,0.762171199530363,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.007965864542030788,0.007965858725386455,0.23738411239947174,0.8499999999999998,0.8500000000000024,1.000000000000003,2.6645352591003757e-15,0.7024999999999992,True,True,0.11352357617875422,0.7364764238212456,0.8500051879187983,-5.187918796112356e-06,0.015699006586726898,0.0011259867401728074,1.478619825269895,0.14535047929465178,parallel_orthogonal,1.0,0.0019492283552378223,0.14533740860495667,1.471459692054516,0.5776576854872545,-2.220446049250313e-16,7.4874314975912135,0.11352357617875422,1.0,3.0,4.0,9.065015762367391e-06,5.935087316662545,0.9242234490066832,1.163079311423669,1.163079311423669,0.15572196324929524,0.998396470580803,1.2564215729204526,1.2564215729204526,0.1682193398870208,0.9983966691245272,1.2564196760074373,1.2564196760074373,0.16821937333955717,1.0347180539154623,1.2964860258055262,0.11370457420602292,0.14309023190485085,0.14309023190485085,0.9375,1e-05,6.500990390777588,0.19878265261650085,6.282858371734619,6.737279891967773,9.6919527053833,0.0,0.0,0.0,1.15,0.0,0.35,1.0,1.0,2.0,2.0,4.0,0.5592721484936408,1.3687699776078088,0.9257078487757764,0.0,1.0,,,35.429696977966536,0.2478026480113961,1.5135462327897642e-15,0.023991173295346307,0.8499999999999998,2560.0,True,0.35,0.35,1.0,1.6323060075065867,1.763876469715773,207.52224475516934,0.8457331492685563
trained_transformer_ctl2_closed_loop,est-first_order__dir-lifted_interaction__support-unprojected__cal-response_gain__controller-base,white-box final-residual representation; additive residual intervention loop,independently composed affine estimator and fixed residual-space direction,"Do not recommend this estimator--direction pair for control under the tested rollout; inspect the listed gain, support, and tracking failures.",est-first_order__dir-lifted_interaction__support-unprojected__cal-response_gain__controller-base,first_order,lifted_interaction,unprojected,response_gain,base,15.0,0.0005892095114087896,0.9992521626882211,0.7537883351851837,0.23738413651278104,0.7600254151223762,0.23455125029574325,0.7600254151223762,0.23455125029574325,0.7394304920663277,0.0691828241361254,0.09356230893696987,0.6702476679302023,0.9064376910630301,2.436261666249481,5.147818677064456,0.23607183257954323,0.08370516831519931,0.006583618227772607,0.006583618227772607,6.298408047304306,0.056648393835385204,0.0522264748071824,0.40143828968051354,0.14056682632646747,0.762171199530363,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.007965864542030788,0.007965858725371078,0.23738411239947974,0.8499999999999998,0.8499999999999943,0.9999999999999936,-5.440092820663267e-15,0.702500000000002,True,True,0.15014811955644353,0.6998518804435563,0.8500283682752512,-2.8368275257761866e-05,0.00774793162056683,0.04333989508956965,1.4839418504369895,0.20620095434352775,parallel_orthogonal,1.0,0.07502695139079199,0.19206715007305478,1.471459692054516,0.5776576854872545,-2.220446049250313e-16,5.661076559007246,0.15014811955644353,1.0,3.0,4.0,9.065015762367391e-06,5.935087316662545,0.8782623554755983,1.1052400550470112,1.1052400550470112,0.14797800076334314,1.0019900184640227,1.2609438355854732,1.2609438355854732,0.16882481503700403,1.0019901186771896,1.2609418337851408,1.2609418337851408,0.16882483192187217,1.0582532419943114,1.2098103995819989,0.17202887800744893,0.21648784065145166,0.21648784065145166,0.9375,1e-05,6.500990390777588,0.19878265261650085,6.282858371734619,6.737279891967773,9.6919527053833,0.0,0.0,0.0,1.15,0.0,0.35,1.0,1.0,2.0,2.0,4.0,0.7143235455995621,1.300701844267327,0.8765180683355603,0.0,1.0,,,203.87325459930284,0.2537492228909516,1.058234446252304e-14,0.00416925703016123,0.8499999999999998,2560.0,True,0.35,0.35,1.0,1.6323060075065832,0.8705260551988964,207.52224475517508,0.8705260551988903
